Object Number,Is Highlight,Is Public Domain,Object ID,Department,Object Name,Title,Culture,Period,Dynasty,Reign,Portfolio,Artist Role,Artist Prefix,Artist Display Name,Artist Display Bio,Artist Suffix,Artist Alpha Sort,Artist Nationality,Artist Begin Date,Artist End Date,Object Date,Object Begin Date,Object End Date,Medium,Dimensions,Credit Line,Geography Type,City,State,County,Country,Region,Subregion,Locale,Locus,Excavation,River,Classification,Rights and Reproduction,Link Resource,Metadata Date,Repository
22.16.17,TRUE,TRUE,10388,American Decorative Arts,Painting,The Cup of Tea,American,,,,,Artist,,Mary Cassatt,"American, Pittsburgh, Pennsylvania 1844–1926 Le Mesnil-Théribus, Oise",,"Cassatt, Mary",American,1844,1926,ca. 1880–81,1877,1884,Oil on canvas,36 3/8 x 25 3/4 in. (92.4 x 65.4 cm),"From the Collection of James Stillman, Gift of Dr. Ernest G. Stillman, 1922",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10388,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.101,TRUE,TRUE,10391,American Decorative Arts,Painting,Lady at the Tea Table,American,,,,,Artist,,Mary Cassatt,"American, Pittsburgh, Pennsylvania 1844–1926 Le Mesnil-Théribus, Oise",,"Cassatt, Mary",American,1844,1926,1883–85,1883,1885,Oil on canvas,29 x 24 in. (73.7 x 61 cm),"Gift of the artist, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10391,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1975.319.1,TRUE,TRUE,10409,American Decorative Arts,Watercolor,Portrait of the Artist,American,,,,,Artist,,Mary Cassatt,"American, Pittsburgh, Pennsylvania 1844–1926 Le Mesnil-Théribus, Oise",,"Cassatt, Mary",American,1844,1926,1878,1878,1878,"Watercolor, gouache on wove paper laid down to buff-colored wood-pulp paper",23 5/8 x 16 3/16 in. (60 x 41.1 cm),"Bequest of Edith H. Proskauer, 1975",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/10409,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
67.187.123,TRUE,TRUE,10464,American Decorative Arts,Painting,At the Seaside,American,,,,,Artist,,William Merritt Chase,"American, Williamsburg, Indiana 1849–1916 New York",,"Chase, William Merritt",American,1849,1916,ca. 1892,1889,1892,Oil on canvas,20 x 34 in. (50.8 x 86.4 cm),"Bequest of Miss Adelaide Milton de Groot (1876–1967), 1967",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10464,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
9.95,TRUE,TRUE,10481,American Decorative Arts,Painting,Heart of the Andes,American,,,,,Artist,,Frederic Edwin Church,"American, Hartford, Connecticut 1826–1900 New York",,"Church, Frederic Edwin",American,1826,1900,1859,1859,1859,Oil on canvas,"66 1/8 x 119 1/4in. (168 x 302.9cm)
","Bequest of Margaret E. Dows, 1909",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10481,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
15.30.67,TRUE,TRUE,10482,American Decorative Arts,Painting,The Parthenon,American,,,,,Artist,,Frederic Edwin Church,"American, Hartford, Connecticut 1826–1900 New York",,"Church, Frederic Edwin",American,1826,1900,1871,1871,1871,Oil on canvas,44 1/2 x 72 5/8 in. (113 x 184.5 cm),"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10482,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
8.228,TRUE,TRUE,10497,American Decorative Arts,Painting,"View from Mount Holyoke, Northampton, Massachusetts, after a Thunderstorm—The Oxbow",American,,,,,Artist,,Thomas Cole,"American, Lancashire 1801–1848 Catskill, New York",,"Cole, Thomas",American,1801,1848,1836,1836,1836,Oil on canvas,51 1/2 x 76 in. (130.8 x 193 cm),"Gift of Mrs. Russell Sage, 1908",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10497,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
04.29.2,TRUE,TRUE,10499,American Decorative Arts,Painting,The Titan's Goblet,American,,,,,Artist,,Thomas Cole,"American, Lancashire 1801–1848 Catskill, New York",,"Cole, Thomas",American,1801,1848,1833,1833,1833,Oil on canvas,19 3/8 x 16 1/8 in. (49.2 x 41 cm),"Gift of Samuel P. Avery Jr., 1904",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10499,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
49.12,TRUE,TRUE,10522,American Decorative Arts,Painting,Daniel Crommelin Verplanck,American,,,,,Artist,,John Singleton Copley,"American, Boston, Massachusetts 1738–1815 London",,"Copley, John Singleton",American,1738,1815,1771,1771,1771,Oil on canvas,49 1/2 x 40 in. (125.7 x 101.6 cm),"Gift of Bayard Verplanck, 1949",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10522,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
43.86.4,TRUE,TRUE,10527,American Decorative Arts,Painting,Midshipman Augustus Brine,American,,,,,Artist,,John Singleton Copley,"American, Boston, Massachusetts 1738–1815 London",,"Copley, John Singleton",American,1738,1815,1782,1782,1782,Oil on canvas,50 x 40 in. (127 x 101.6 cm),"Bequest of Richard De Wolfe Brixey, 1943",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10527,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
31.109,TRUE,TRUE,10531,American Decorative Arts,Painting,Mrs. John Winthrop,American,,,,,Artist,,John Singleton Copley,"American, Boston, Massachusetts 1738–1815 London",,"Copley, John Singleton",American,1738,1815,1773,1773,1773,Oil on canvas,35 1/2 x 28 3/4 in. (90.2 x 73 cm),"Morris K. Jesup Fund, 1931",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10531,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
97.13.1,TRUE,TRUE,10574,American Decorative Arts,Sculpture,Genius of Mirth,American,,,,,Artist,,Thomas Crawford,"American, New York 1813?–1857 London",,"Crawford, Thomas",American ,1813,1857,1842; carved 1843,1842,1843,Marble,47 x 20 x 24 in. (119.4 x 50.8 x 61 cm),"Bequest of Annette W. W. Hicks-Lord, 1896",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/10574,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
66.113,TRUE,TRUE,10586,American Decorative Arts,Painting,The Valley of Wyoming,American,,,,,Artist,,Jasper Francis Cropsey,"American, Rossville, New York 1823–1900 Hastings-on-Hudson, New York",,"Cropsey, Jasper Francis",American,1823,1900,1865,1865,1865,Oil on canvas,48 1/2 x 84 in. (123.2 x 213.4 cm),"Gift of Mrs. John C. Newington, 1966",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10586,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1972.263.6,TRUE,TRUE,10732,American Decorative Arts,Watercolor,Mr. and Mrs. Daniel Otis and Child,American,,,,,Artist,,Joseph H. Davis,1811–1865,,"Davis, Joseph H.",,1811,1865,1834,1834,1834,"Watercolor, gum arabic, and graphite on off-white wove paper",10 3/4 x 16 5/8 in. (27.3 x 42.2 cm),"Gift of Edgar William and Bernice Chrysler Garbisch, 1972",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/10732,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
15.30.59,TRUE,TRUE,10786,American Decorative Arts,Painting,The Beeches,American,,,,,Artist,,Asher Brown Durand,"American, Jefferson, New Jersey 1796–1886 Maplewood, New Jersey",,"Durand, Asher Brown",American,1796,1886,1845,1845,1845,Oil on canvas,60 3/8 x 48 1/8 in. (153.4 x 122.2 cm),"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10786,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
11.156,TRUE,TRUE,10793,American Decorative Arts,Painting,"Landscape—Scene from ""Thanatopsis""",American,,,,,Artist,,Asher Brown Durand,"American, Jefferson, New Jersey 1796–1886 Maplewood, New Jersey",,"Durand, Asher Brown",American,1796,1886,1850,1850,1850,Oil on canvas,39 1/2 x 61 in. (100.3 x 154.9 cm),"Gift of J. Pierpont Morgan, 1911",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10793,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
34.92,TRUE,TRUE,10819,American Decorative Arts,Painting,The Champion Single Sculls (Max Schmitt in a Single Scull),American,,,,,Artist,,Thomas Eakins,"American, Philadelphia, Pennsylvania 1844–1916 Philadelphia, Pennsylvania",,"Eakins, Thomas",American,1844,1916,1871,1871,1871,Oil on canvas,32 1/4 x 46 1/4 in. (81.9 x 117.5 cm),"Purchase, The Alfred N. Punnett Endowment Fund and George D. Pratt Gift, 1934",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10819,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
17.172,TRUE,TRUE,10827,American Decorative Arts,Painting,The Thinker: Portrait of Louis N. Kenton,American,,,,,Artist,,Thomas Eakins,"American, Philadelphia, Pennsylvania 1844–1916 Philadelphia, Pennsylvania",,"Eakins, Thomas",American,1844,1916,1900,1900,1900,Oil on canvas,82 x 42 in. (208.3 x 106.7 cm),"John Stewart Kennedy Fund, 1917",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10827,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1979.395,TRUE,TRUE,10830,American Decorative Arts,Painting,Elijah Boardman,American,,,,,Artist,,Ralph Earl,"American, Worcester County, Massachusetts 1751–1801 Bolton, Connecticut",,"Earl, Ralph",American,1751,1801,1789,1789,1789,Oil on canvas,83 x 51 in. (210.8 x 129.5 cm),"Bequest of Susan W. Tyler, 1979",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10830,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1975.27.1,TRUE,TRUE,10843,American Decorative Arts,Painting,The New Bonnet,American,,,,,Artist,,Francis William Edmonds,"American, Hudson, New York 1806–1863 Bronxville, New York",,"Edmonds, Francis William",American,1806,1863,1858,1858,1858,Oil on canvas,25 x 30 1/8 in. (63.5 x 76.5 cm),"Purchase, Erving Wolf Foundation Gift and Gift of Hanson K. Corning, by exchange, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10843,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.12,TRUE,TRUE,10909,American Decorative Arts,Sculpture,The Angel of Death and the Sculptor from the Milmore Memorial,American,,,,,Artist,,Daniel Chester French,"American, Exeter, New Hampshire 1850–1931 Stockbridge, Massachusetts",,"French, Daniel Chester",American,1850,1931,"1889–93, carved 1921–26",1921,1926,Marble,93 1/2 x 100 1/2 x 32 1/2 in. (237.5 x 255.3 x 82.6 cm),"Gift of a group of Museum trustees, 1926",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/10909,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
15.75,TRUE,TRUE,10912,American Decorative Arts,Sculpture,Mourning Victory from the Melvin Memorial,American,,,,,Artist,,Daniel Chester French,"American, Exeter, New Hampshire 1850–1931 Stockbridge, Massachusetts",,"French, Daniel Chester",American,1850,1931,"1906–8, carved 1912–15",1906,1915,Marble,120 1/2 x 57 1/4 x 28 3/4 in. (306.1 x 145.4 x 73 cm),"Gift of James C. Melvin, 1912",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/10912,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
15.30.62,TRUE,TRUE,10946,American Decorative Arts,Painting,A Gorge in the Mountains (Kauterskill Clove),American,,,,,Artist,,Sanford Robinson Gifford,1823–1880,,"Gifford, Sanford Robinson",American,1823,1880,1862,1862,1862,Oil on canvas,48 x 39 7/8 in. (121.9 x 101.3 cm),"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/10946,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
63.201.1,TRUE,TRUE,11040,American Decorative Arts,"Painting
(Molly Wales Fobes)",Lady with Her Pets (Molly Wales Fobes),American,,,,,Artist,,Rufus Hathaway,1770–1822,,"Hathaway, Rufus",,1770,1822,1790,1790,1790,Oil on canvas,34 1/4 x 32 in. (86.6 x 81.3 cm),"Gift of Edgar William and Bernice Chrysler Garbisch, 1963",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11040,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1975.16,TRUE,TRUE,11050,American Decorative Arts,Painting,Approaching Thunder Storm,American,,,,,Artist,,Martin Johnson Heade,1819–1904,,"Heade, Martin Johnson",American,1819,1904,1859,1859,1859,Oil on canvas,"28 x 44in. (71.1 x 111.8cm)
Framed: 42 1/2 × 58 3/8 × 5 in. (108 × 148.3 × 12.7 cm)","Gift of Erving Wolf Foundation and Mr. and Mrs. Erving Wolf, in memory of Diane R. Wolf, 1975",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11050,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
23.102,TRUE,TRUE,11055,American Decorative Arts,Painting,Euphemia White Van Rensselaer,American,,,,,Artist,,George P. A. Healy,1813–1894,,"Healy, George P. A.",,1813,1894,1842,1842,1842,Oil on canvas,45 3/4 x 35 1/4 in. (115.1 x 89.2 cm),"Bequest of Cornelia Cruger, 1923",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11055,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
62.256.3,TRUE,TRUE,11080,American Decorative Arts,Painting,The Falls of Niagara,American,,,,,Artist,,Edward Hicks,"American, Langhorne, Pennsylvania 1780–1849 Newton, Pennsylvania",,"Hicks, Edward",American,1780,1849,ca. 1825,1822,1825,Oil on canvas,31 1/2 x 38 in. (80 x 96.5 cm),"Gift of Edgar William and Bernice Chrysler Garbisch, 1962",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11080,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
10.228.1,TRUE,TRUE,11120,American Decorative Arts,Watercolor,"Fishing Boats, Key West",American,,,,,Artist,,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine",,"Homer, Winslow",American,1836,1910,1903,1903,1903,Watercolor and graphite on off-white wove paper,13 15/16 x 21 3/4 in. (35.4 x 55.2 cm),"Amelia B. Lazarus Fund, 1910",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/11120,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
6.1234,TRUE,TRUE,11122,American Decorative Arts,Painting,The Gulf Stream,American,,,,,Artist,,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine",,"Homer, Winslow",American,1836,1910,1899,1899,1899,Oil on canvas,28 1/8 x 49 1/8 in. (71.4 x 124.8 cm),"Catharine Lorillard Wolfe Collection, Wolfe Fund, 1906",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11122,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
10.64.5,TRUE,TRUE,11130,American Decorative Arts,Painting,Northeaster,American,,,,,Artist,,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine",,"Homer, Winslow",American,1836,1910,1895; reworked by 1901,1895,1901,Oil on canvas,34 1/2 x 50 in. (87.6 x 127 cm),"Gift of George A. Hearn, 1910",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11130,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
22.207,TRUE,TRUE,11133,American Decorative Arts,Painting,Prisoners from the Front,American,,,,,Artist,,Winslow Homer,"American, Boston, Massachusetts 1836–1910 Prouts Neck, Maine",,"Homer, Winslow",American,1836,1910,1866,1866,1866,Oil on canvas,"24 x 38in. (61 x 96.5cm)
Framed: 36 1/2 × 50 5/8 × 4 1/2 in. (92.7 × 128.6 × 11.4 cm)","Gift of Mrs. Frank B. Porter, 1922",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11133,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
02.7.1,TRUE,TRUE,11207,American Decorative Arts,Painting,The Flower Girl,American,,,,,Artist,,Charles Cromwell Ingham,"American (born Ireland), Dublin 1786–1863 New York",,"Ingham, Charles Cromwell","American, born Ireland",1786,1863,1846,1846,1846,Oil on canvas,36 x 28 3/8 in. (91.4 x 72.1 cm),"Gift of William Church Osborn, 1902",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11207,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
87.8.8,TRUE,TRUE,11227,American Decorative Arts,Painting,Autumn Oaks,American,,,,,Artist,,George Inness,"American, Newburgh, New York 1825–1894 Bridge of Allan, Scotland",,"Inness, George",American,1825,1894,ca. 1878,1875,1878,Oil on canvas,20 3/8 x 30 1/8 in. (54.3 x 76.5 cm),"Gift of George I. Seney, 1887",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11227,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
11.116.4,TRUE,TRUE,11234,American Decorative Arts,Painting,"Spring Blossoms, Montclair, New Jersey",American,,,,,Artist,,George Inness,"American, Newburgh, New York 1825–1894 Bridge of Allan, Scotland",,"Inness, George",American,1825,1894,ca. 1891,1888,1891,Oil and crayon or charcoal on canvas,29 x 45 1/4 in. (73.7 x 114.9 cm),"Gift of George A. Hearn, in memory of Arthur Hoppock Hearn, 1911",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11234,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
26.97,TRUE,TRUE,11263,American Decorative Arts,Painting,The Hatch Family,American,,,,,Artist,,Eastman Johnson,"American, Lovell, Maine 1824–1906 New York",,"Johnson, Eastman",American ,1824,1906,1870–71,1870,1871,Oil on canvas,48 x 73 3/8 in. (121.9 x 186.4 cm),"Gift of Frederic H. Hatch, 1926",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11263,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
15.30.61,TRUE,TRUE,11311,American Decorative Arts,Painting,Lake George,American,,,,,Artist,,John Frederick Kensett,"American, Cheshire, Connecticut 1816–1872 New York",,"Kensett, John Frederick",American,1816,1872,1869,1869,1869,Oil on canvas,44 1/8 x 66 3/8 in. (112.1 x 168.6 cm),"Bequest of Maria DeWitt Jesup, from the collection of her husband, Morris K. Jesup, 1914",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11311,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
74.24,TRUE,TRUE,11329,American Decorative Arts,Painting,"Twilight on the Sound, Darien, Connecticut",American,,,,,Artist,,John Frederick Kensett,"American, Cheshire, Connecticut 1816–1872 New York",,"Kensett, John Frederick",American,1816,1872,1872,1872,1872,Oil on canvas,11 1/2 x 24 1/2 in. (29.2 x 62.2 cm),"Gift of Thomas Kensett, 1874",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11329,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
66.143,TRUE,TRUE,11375,American Decorative Arts,Watercolor,"The Great Statue of Amida Buddha at Kamakura, Known as the Daibutsu, from the Priest's Garden",American,,,,,Artist,,John La Farge,"American, New York 1835–1910 Providence, Rhode Island",,"La Farge, John",American,1835,1910,1887,1887,1887,Watercolor and gouache on off-white wove paper,19 1/4 x 12 1/2 in. (48.9 x 31.8 cm),"Gift of the family of Maria L. Hoyt, 1966",,,,,,,,,,,,Drawings,,http://www.metmuseum.org/art/collection/search/11375,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
34.134,TRUE,TRUE,11383,American Decorative Arts,Painting,Portrait of the Painter,American,,,,,Artist,,John La Farge,"American, New York 1835–1910 Providence, Rhode Island",,"La Farge, John",American,1835,1910,1859,1859,1859,Oil on wood panel,16 1/16 x 11 1/2 in. (40.8 x 29.2 cm),"Samuel D. Lee Fund, 1934",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11383,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
1978.203,TRUE,TRUE,11396,American Decorative Arts,Painting,Stage Fort across Gloucester Harbor,American,,,,,Artist,,Fitz Henry Lane (formerly Fitz Hugh Lane),1804–1865,,"Lane, Fitz Henry",American,1804,1865,1862,1862,1862,Oil on canvas,38 x 60 in. (96.5 x 152.4 cm),"Purchase, Rogers and Fletcher Funds, Erving and Joyce Wolf Fund, Raymond J. Horowitz Gift, Bequest of Richard De Wolfe Brixey, by exchange, and John Osgood and Elizabeth Amis Cameron Blanchard Memorial Fund, 1978",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11396,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
97.34,TRUE,TRUE,11417,American Decorative Arts,Painting,Washington Crossing the Delaware,American,,,,,Artist,,Emanuel Leutze,"American, Schwäbisch Gmünd 1816–1868 Washington, D.C.",,"Leutze, Emanuel",German American,1816,1868,1851,1851,1851,Oil on canvas,149 x 255 in. (378.5 x 647.7 cm),"Gift of John Stewart Kennedy, 1897",,,,,,,,,,,,Paintings,,http://www.metmuseum.org/art/collection/search/11417,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
97.19,TRUE,TRUE,11476,American Decorative Arts,Sculpture,Bacchante and Infant Faun,American,,,,,Artist,,Frederick William MacMonnies,"American, New York 1863–1937 New York",,"MacMonnies, Frederick William",American,1863,1937,"1893–94, cast 1894",1893,1894,Bronze,84 x 29 3/4 x 31 1/2 in. (213.4 x 75.6 x 80 cm),"Gift of Charles F. McKim, 1897",,,,,,,,,,,,Sculpture,,http://www.metmuseum.org/art/collection/search/11476,6/25/18 8:00,"Metropolitan Museum of Art, New York, NY"
