,Title,Artist,ConstituentID,ArtistBio,Nationality,BeginDate,EndDate,Gender,Date,Medium,Dimensions,CreditLine,AccessionNumber,Classification,Department,DateAcquired,Cataloged,ObjectID,URL,ThumbnailURL,Circumference (cm),Depth (cm),Diameter (cm),Height (cm),Length (cm),Weight (kg),Width (cm),Seat Height (cm),Duration (sec.),brightness_avg_perceived
45,"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall),",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1979,Ink on tracing paper,"48 x 24"" (121.9 x 61 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,7.1995.8,Architecture,Architecture & Design,1995-01-17,Y,49,http://www.moma.org/collection/works/49,http://www.moma.org/media/W1siZiIsIjMwMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=6bbd8aacda8af72a,,,,121.9,,,61.0,,,222.33979851166856
46,"The Manhattan Transcripts Project, New York, New York, Episode 3: The Tower (The Fall)",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1979,Ink and photographic reproductions on tracing paper,"48 x 24"" (121.9 x 61 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,7.1995.9,Architecture,Architecture & Design,1995-01-17,Y,50,http://www.moma.org/collection/works/50,http://www.moma.org/media/W1siZiIsIjI4OTExNCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9bdec4b6fe84ea57,,,,121.9,,,61.0,,,217.95940697973742
47,"The Manhattan Transcripts Project, New York, New York, Introductory panel to Episode 4: The Block",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980,Photographic reproduction with colored synthetic laminate,"Each: 20 x 20"" (50.8 x 50.8 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,8.1995,Architecture,Architecture & Design,1995-01-17,Y,52,http://www.moma.org/collection/works/52,http://www.moma.org/media/W1siZiIsIjMyMiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=069dcd60f6b2ba6a,,,,50.8,,,50.8,,,49.700083762792175
48,"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980-81,Ink and cut-and-pasted gelatin silver photographs on tracing paper,"19 x 31"" (48.3 x 78.7 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,9.1995.1,Architecture,Architecture & Design,1995-01-17,Y,54,http://www.moma.org/collection/works/54,http://www.moma.org/media/W1siZiIsIjM0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4a7ba2ec36104db6,,,,48.3,,,78.7,,,203.97836445708003
49,"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980-81,Ink and photographs on tracing paper,"Each: 19 x 31"" (48.2 x 78.7 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,9.1995.1-14,Architecture,Architecture & Design,1995-01-17,Y,55,http://www.moma.org/collection/works/55,http://www.moma.org/media/W1siZiIsIjM0OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=4a7ba2ec36104db6,,,,48.2,,,78.7,,,203.97836445708003
50,"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980-81,Ink and cut-and-pasted gelatin silver photographs on tracing paper,"19 x 31"" (48.3 x 78.7 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,9.1995.10,Architecture,Architecture & Design,1995-01-17,Y,56,http://www.moma.org/collection/works/56,http://www.moma.org/media/W1siZiIsIjM0NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3ff6bda57f1fa6a4,,,,48.3,,,78.7,,,213.45397046562726
51,"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980-81,Ink and cut-and-pasted gelatin silver photographs on tracing paper,"19 x 31"" (48.3 x 78.7 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,9.1995.11,Architecture,Architecture & Design,1995-01-17,Y,57,http://www.moma.org/collection/works/57,http://www.moma.org/media/W1siZiIsIjM0NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=937d9cae97bcefc6,,,,48.3,,,78.7,,,217.680940086117
52,"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980-81,Ink and cut-and-pasted gelatin silver photographs on tracing paper,"19 x 31"" (48.3 x 78.7 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,9.1995.12,Architecture,Architecture & Design,1995-01-17,Y,58,http://www.moma.org/collection/works/58,http://www.moma.org/media/W1siZiIsIjM0OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=3f0886600e2e5c07,,,,48.3,,,78.7,,,219.35292026491766
53,"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980-81,Ink and cut-and-pasted gelatin silver photographs on tracing paper,"19 x 31"" (48.3 x 78.7 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,9.1995.13,Architecture,Architecture & Design,1995-01-17,Y,59,http://www.moma.org/collection/works/59,http://www.moma.org/media/W1siZiIsIjM1MCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=97370a4ea07755ca,,,,48.3,,,78.7,,,224.9839332063981
54,"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980-81,Ink and cut-and-pasted gelatin silver photographs on tracing paper,"19 x 31"" (48.3 x 78.7 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,9.1995.14,Architecture,Architecture & Design,1995-01-17,Y,60,http://www.moma.org/collection/works/60,http://www.moma.org/media/W1siZiIsIjM1MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=31708ec98c5a24c5,,,,48.3,,,78.7,,,228.32644561305824
55,"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980-81,Ink on tracing paper,"19 x 31"" (48.3 x 78.7 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,9.1995.2,Architecture,Architecture & Design,1995-01-17,Y,61,http://www.moma.org/collection/works/61,http://www.moma.org/media/W1siZiIsIjM1MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1b9700305de2a1e5,,,,48.3,,,78.7,,,225.0269100266106
56,"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block,",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980-81,Ink and cut-and-pasted gelatin silver photographs on tracing paper,"19 x 31"" (48.3 x 78.7 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,9.1995.3,Architecture,Architecture & Design,1995-01-17,Y,62,http://www.moma.org/collection/works/62,http://www.moma.org/media/W1siZiIsIjM1MyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=91d54672d73ec7b8,,,,48.3,,,78.7,,,219.53927495686375
57,"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980-81,Ink and cut-and-pasted gelatin silver photographs on tracing paper,"19 x 31"" (48.3 x 78.7 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,9.1995.4,Architecture,Architecture & Design,1995-01-17,Y,63,http://www.moma.org/collection/works/63,http://www.moma.org/media/W1siZiIsIjM1NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0959f53129d1c9c6,,,,48.3,,,78.7,,,211.77787344234102
58,"The Manhattan Transcripts Project, New York, New York , Episode 4: The Block",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980-81,Ink and cut-and-pasted gelatin silver photographs on tracing paper,"19 x 31"" (48.3 x 78.7 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,9.1995.5,Architecture,Architecture & Design,1995-01-17,Y,64,http://www.moma.org/collection/works/64,http://www.moma.org/media/W1siZiIsIjM1NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=060c7f193548651a,,,,48.3,,,78.7,,,222.06510215969118
59,"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980-81,Ink and cut-and-pasted gelatin silver photographs on tracing paper,"19 x 31"" (48.3 x 78.7 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,9.1995.6,Architecture,Architecture & Design,1995-01-17,Y,65,http://www.moma.org/collection/works/65,http://www.moma.org/media/W1siZiIsIjM1NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b40ad36a76163052,,,,48.3,,,78.7,,,211.969343135226
60,"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980-81,Ink and cut-and-pasted gelatin silver photographs on tracing paper,"19 x 31"" (48.3 x 78.7 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,9.1995.7,Architecture,Architecture & Design,1995-01-17,Y,66,http://www.moma.org/collection/works/66,http://www.moma.org/media/W1siZiIsIjM1NyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=debc6f593e64319d,,,,48.3,,,78.7,,,218.5419394693704
61,"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980-81,Ink and cut-and-pasted gelatin silver photographs on tracing paper,"19 x 31"" (48.3 x 78.7 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,9.1995.8,Architecture,Architecture & Design,1995-01-17,Y,67,http://www.moma.org/collection/works/67,http://www.moma.org/media/W1siZiIsIjM1OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=b57835ece4be2189,,,,48.3,,,78.7,,,209.7180122517557
62,"The Manhattan Transcripts Project, New York, New York, Episode 4: The Block",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1980-81,Ink and cut-and-pasted gelatin silver photographs on tracing paper,"19 x 31"" (48.3 x 78.7 cm)",Purchase and partial gift of the architect in honor of Lily Auchincloss,9.1995.9,Architecture,Architecture & Design,1995-01-17,Y,68,http://www.moma.org/collection/works/68,http://www.moma.org/media/W1siZiIsIjM1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ba2e3df0c9c21cf7,,,,48.3,,,78.7,,,209.03010266238275
63,"Concert Hall Project, Dresden, Germany (Interior perspective of preliminary scheme)",Hans Poelzig,8100,"(German, 1869–1936)",(German),(1869),(1936),(Male),1918,Color pencil and graphite on tracing paper,"14 5/8 x 16 1/8"" (37.1 x 41 cm)",Gift of Henry G. Proskauer,1087.2009,Architecture,Architecture & Design,1966-01-11,Y,76,http://www.moma.org/collection/works/76,http://www.moma.org/media/W1siZiIsIjE2NjgxMCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=884382c17959ab44,,,,37.1,,,41.0,,,135.08292459587804
64,"Earth-Cloud House, project",Raimund Abraham,47,"(American, born Austria. 1933–2010)",(American),(1933),(2010),(Male),1970,Graphite,"34 3/8 x 53 1/2"" (87.3 x 135.9 cm)",Gift of Philip Johnson,19.1980,Architecture,Architecture & Design,1980-01-08,Y,79,http://www.moma.org/collection/works/79,http://www.moma.org/media/W1siZiIsIjUyNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0c06ca87b3167c14,,,,87.3127,,,135.8903,,,234.69695811827114
65,"House IV Transformation Study, project, Falls Village, Connecticut, Multiple axonometrics","Peter Eisenman, Robert Cole","6969, 8134","(American, born 1932)",(American) (),(1932) (0),(0) (0),(Male) (Male),1975,Ink and color ink on frosted polymer sheet,"13 3/4 x 44 5/8"" (34.9 x 113.3 cm)",Gift of Philip Johnson,20.1980,Architecture,Architecture & Design,1980-01-08,Y,81,http://www.moma.org/collection/works/81,http://www.moma.org/media/W1siZiIsIjIxMDA0MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=2be15a4cb57bc7d1,,,,34.9251,,,113.3477,,,212.590791310245
66,"Villa dall'Ava, Paris (Saint-Cloud), France, Exterior perspective","Rem Koolhaas, Madelon Vriesendorp","6956, 6957","(Dutch, born 1944) (Dutch, born 1945)",(Dutch) (Dutch),(1944) (1945),(0) (0),(Male) (Female),1987,Synthetic polymer paint and ink on paper,"25 x 39"" (63.5 x 99.1 cm)",Gift of Max Underwood,21.2000,Architecture,Architecture & Design,2000-01-19,Y,82,http://www.moma.org/collection/works/82,http://www.moma.org/media/W1siZiIsIjYwMTEyIl0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=9f81dbe662c2839d,,,,63.5001,,,99.0602,,,124.40983304430279
67,"Pedestrian City project, Hypostyle Courtyard (Structural details)",Roger C. Ferri,1863,"(American, 1949–1991)",(American),(1949),(1991),(Male),1979,Ink and pastel on paper,"55 3/4"" x 43 5/8"" (141.6 x 110.8 cm)",National Endowment for the Arts Project Funds,21.1980,Architecture,Architecture & Design,1980-01-08,Y,84,http://www.moma.org/collection/works/84,http://www.moma.org/media/W1siZiIsIjIxMDA0NCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=c72670d20c61cbca,,,,141.6,,,110.8,,,224.07879319655234
68,"Parc de la Villette, Le Case Vide, Paris, France, Axonometric of folly",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1984,"Pen, ink, gouache, and airbrush on paper","37 3/16 x 37 5/16"" (94.5 x 94.8 cm)",Gift of the Peter Norton Family Foundation,22.2000,Architecture,Architecture & Design,2000-01-19,Y,85,http://www.moma.org/collection/works/85,http://www.moma.org/media/W1siZiIsIjYwMTA5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=a4c517edb717cdb0,,,,94.4564,,,94.7739,,,187.91243716534305
69,"Pedestrian City project, Hypostyle Courtyard (Developed plan and section elevations)",Roger C. Ferri,1863,"(American, 1949–1991)",(American),(1949),(1991),(Male),1979,Ink and pastel on paper,"55 3/4 x 43 5/8"" (141.6 x 110.8 cm)",National Endowment for the Arts Project Funds,22.1980,Architecture,Architecture & Design,1980-01-08,Y,87,http://www.moma.org/collection/works/87,http://www.moma.org/media/W1siZiIsIjU4NSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=a476797cb482b3ca,,,,141.6053,,,110.8077,,,207.3597098979449
70,"Parc de la Villette, Paris, France, Aerial perspective of follies",Bernard Tschumi,7056,"(French and Swiss, born Switzerland 1944)",(),(1944),(0),(Male),1986,"Pen, ink, and gouache on paper","27 1/4 x 39 1/4"" (69.2 x 99.7 cm)",Takeo Ohbayashi Purchase Fund,23.2000,Architecture,Architecture & Design,2000-01-19,Y,88,http://www.moma.org/collection/works/88,http://www.moma.org/media/W1siZiIsIjYxNTQ5Il0sWyJwIiwiY29udmVydCIsIi1yZXNpemUgMzAweDMwMFx1MDAzZSJdXQ.jpg?sha=58337968ff4d00be,,,,69.2151,,,99.6952,,,35.62355435345854
71,"Pedestrian City project, Hypostyle Courtyard (Perspective)",Roger C. Ferri,1863,"(American, 1949–1991)",(American),(1949),(1991),(Male),1979,Pastel on paper,"44 3/8 x 44 5/8"" (112.7 x 113.3 cm)",National Endowment for the Arts Project Funds,23.1980,Architecture,Architecture & Design,1980-01-08,Y,90,http://www.moma.org/collection/works/90,http://www.moma.org/media/W1siZiIsIjU5OCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=f06baea139f1464d,,,,112.7127,,,113.3477,,,128.22778547865613
72,"Fargo-Moorhead Cultural Center Bridge, project, Fargo, North Dakota and Moorhead, Minnesota, South elevation",Michael Graves,2308,"(American, 1934–2015)",(American),(1934),(2015),(Male),1978,Graphite and crayon on yellow tracing paper,"11 7/8 x 11 7/8"" (30.2 x 30.2 cm)",Lily Auchincloss Fund,24.1980,Architecture,Architecture & Design,1980-01-08,Y,92,http://www.moma.org/collection/works/92,http://www.moma.org/media/W1siZiIsIjYwNyJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=9e7b80f6dd37f836,,,,30.2,,,30.2,,,199.30743571039437
73,"Vacation House Project, Aspen, Colorado, Elevations, interior and exterior perspectives and plan",Michael Graves,2308,"(American, 1934–2015)",(American),(1934),(2015),(Male),1978,Ink and graphite on paper,"23 1/2 x 23 5/8"" (59.7 x 60 cm)",Gift of Philip Johnson,25.1980,Architecture,Architecture & Design,1980-01-08,Y,94,http://www.moma.org/collection/works/94,http://www.moma.org/media/W1siZiIsIjYyOSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=1fc15dbd4c87f646,,,,59.7,,,60.0,,,222.4941736981832
74,"French & Company, project, New York (Manhattan), New York, Facade study",Michael Graves,2308,"(American, 1934–2015)",(American),(1934),(2015),(Male),1978,"Graphite, ink and crayon on paper","10 7/8 x 10 3/4"" (27.6 x 27.3 cm)
",Gift of Philip Johnson,26.1980,Architecture,Architecture & Design,1980-01-08,Y,96,http://www.moma.org/collection/works/96,http://www.moma.org/media/W1siZiIsIjY0MiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=53611c85c177beee,,,,27.6,,,27.3,,,200.55299450651722
75,"Vacation House, project, Aspen, Colorado, Fireplace",Michael Graves,2308,"(American, 1934–2015)",(American),(1934),(2015),(Male),1978,Graphite and Prismacolor crayon on tracing paper,"8 x 8"" (20.3 x 20.3 cm)
",Gift of Philip Johnson,27.1980,Architecture,Architecture & Design,1980-01-08,Y,98,http://www.moma.org/collection/works/98,http://www.moma.org/media/W1siZiIsIjY1OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=42b1a231ce0d7234,,,,20.3,,,20.3,,,200.51698111010924
76,"Regional Administrative Center, project ""Trieste e una Donna."" , Trieste, Italy, Competition design: Elevation and section","Aldo Rossi, Gianni Braghieri, M. Bosshard","7661, 8131, 8180","(Italian, 1931–1997) (Italian, born 1945) (Italian)",(Italian) (Italian) (Italian),(1931) (1945) (0),(1997) (0) (0),(Male) (Male) (Male),1974,Rubbed ink and pastel on whiteprint,"28 1/2 x 36"" (72.4 x 91.4 cm)",Philip Johnson Fund,28.1980,Architecture,Architecture & Design,1980-01-08,Y,100,http://www.moma.org/collection/works/100,http://www.moma.org/media/W1siZiIsIjY5MSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=826e6353fc75f53a,,,,72.4,,,91.4,,,138.28005570708723
78,"Villa Snellman, Djursholm, Sweden, Elevation of garden facade, sketch",Erik Gunnar Asplund,27,"(Swedish, 1885–1940)",(Swedish),(1885),(1940),(Male),c. 1917,Graphite and crayon on tracing paper mounted on board,"9 1/8 x 13 3/4"" (23.2 x 34.9 cm)","Gift of Mr. and Mrs. Edward Larrabee Barnes, Roblee McCarthy, Jr., Jeffrey P. Klein Purchase Fund, and purchase",33.1990,Architecture,Architecture & Design,1990-01-17,Y,107,http://www.moma.org/collection/works/107,http://www.moma.org/media/W1siZiIsIjc3OSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=0dd2f51679b4b278,,,,23.2,,,34.9,,,196.9034383685695
79,"Villa Snellman, Djursholm, Sweden, Exterior elevation",Erik Gunnar Asplund,27,"(Swedish, 1885–1940)",(Swedish),(1885),(1940),(Male),1917,Ink on ozalid,"12 1/4 x 24 3/8"" (31.1 x 61.9 cm)","Gift of Mr. and Mrs. Edward Larrabee Barnes, Roblee McCarthy, Jr., Jeffrey P. Klein Purchase Fund, and purchase",34.1990,Architecture,Architecture & Design,1990-01-17,Y,109,http://www.moma.org/collection/works/109,http://www.moma.org/media/W1siZiIsIjc5NiJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=ec2aa7e1031cf1f7,,,,31.1,,,61.9,,,188.68382470405936
80,"Villa Snellman, Djursholm, Sweden, Exterior elevation",Erik Gunnar Asplund,27,"(Swedish, 1885–1940)",(Swedish),(1885),(1940),(Male),1917,Ink on ozalid,"12 1/2 x 24 1/4"" (31.8 x 61.6 cm)","Gift of Mr. and Mrs. Edward Larrabee Barnes, Roblee McCarthy, Jr., Jeffrey P. Klein Purchase Fund, and purchase",35.1990,Architecture,Architecture & Design,1990-01-17,Y,111,http://www.moma.org/collection/works/111,http://www.moma.org/media/W1siZiIsIjgxMSJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=64a07749df9eb333,,,,31.8,,,61.6,,,191.7449918420746
81,"Villa Snellman, Djursholm, Sweden, Site plan",Erik Gunnar Asplund,27,"(Swedish, 1885–1940)",(Swedish),(1885),(1940),(Male),1917,Graphite and crayon on tracing paper mounted on board,"15 1/2 x 13 3/8"" (39.4 x 34 cm)","Gift of Mr. and Mrs. Edward Larrabee Barnes, Roblee McCarthy, Jr., Jeffrey P. Klein Purchase Fund, and purchase",36.1990,Architecture,Architecture & Design,1990-01-17,Y,113,http://www.moma.org/collection/works/113,http://www.moma.org/media/W1siZiIsIjgyOCJdLFsicCIsImNvbnZlcnQiLCItcmVzaXplIDMwMHgzMDBcdTAwM2UiXV0.jpg?sha=38e566cb4aba282b,,,,39.4,,,34.0,,,179.11446987436295
